date,description,category,amount,day_of_week,is_weekend,month,year,label,source
2019-03-20,Alta Ski Area,Hobi & Olahraga,1280000,2,0,3,2019,0,dataset_1
2019-03-19,Snowbird Mtnschool,Pendidikan,1840000,1,0,3,2019,0,dataset_1
2019-03-19,Alta Java,Kopi & Minuman,128000,1,0,3,2019,0,dataset_1
2019-03-19,Tram Car Pizza,Makanan & Minuman,138400,1,0,3,2019,0,dataset_1
2019-03-19,Petpocketbook,Makanan & Minuman,2304000,1,0,3,2019,0,dataset_1
2019-03-19,New York Times,Pendidikan,64000,1,0,3,2019,0,dataset_1
2019-03-18,Wgbh,Keluarga & Sosial,80000,0,0,3,2019,0,dataset_1
2019-03-18,Lyft,Transportasi,508800,0,0,3,2019,0,dataset_1
2019-03-18,JetBlue,Perjalanan,80000,0,0,3,2019,0,dataset_1
2019-03-18,Mcc,Lainnya,2520000,0,0,3,2019,0,dataset_1
2019-03-18,Bos Term C,Makanan & Minuman,605600,0,0,3,2019,0,dataset_1
2019-03-18,Mcc Conv Fee,Lainnya,91520,0,0,3,2019,0,dataset_1
2019-03-17,JetBlue,Perjalanan,960000,6,1,3,2019,0,dataset_1
2019-03-17,Park,Transportasi,40000,6,1,3,2019,1,dataset_1
2019-03-17,GrubHub,Makanan & Minuman,640480,6,1,3,2019,0,dataset_1
2019-03-17,iTunes,Hiburan & Gaya Hidup,47840,6,1,3,2019,1,dataset_1
2019-03-17,Tst Semolina Kitchen,Makanan & Minuman,1150720,6,1,3,2019,0,dataset_1
2019-03-16,Wgbh,Keluarga & Sosial,160000,5,1,3,2019,0,dataset_1
2019-03-16,Neighborhoods,Lainnya,668000,5,1,3,2019,0,dataset_1
2019-03-15,L.L. Bean,Belanja & Lifestyle,959840,4,0,3,2019,0,dataset_1
2019-03-15,Panera Bread,Makanan & Minuman,129759,4,0,3,2019,0,dataset_1
2019-03-14,B Good,Makanan & Minuman,159040,3,0,3,2019,0,dataset_1
2019-03-14,iTunes,Hiburan & Gaya Hidup,15840,3,0,3,2019,0,dataset_1
2019-03-14,Amazon Music,Hiburan & Gaya Hidup,127840,3,0,3,2019,0,dataset_1
2019-03-14,Hulu,Hiburan & Gaya Hidup,191840,3,0,3,2019,0,dataset_1
2019-03-12,Petpocketbook,Makanan & Minuman,704000,1,0,3,2019,0,dataset_1
2019-03-12,Five Horses Tavern,Makanan & Minuman,1007520,1,0,3,2019,0,dataset_1
2019-03-12,Boston Globe,Langganan Digital,443520,1,0,3,2019,0,dataset_1
2019-03-11,Whole Foods,Kebutuhan Dapur,2830400,0,0,3,2019,0,dataset_1
2019-03-11,Lyft,Transportasi,256959,0,0,3,2019,0,dataset_1
2019-03-11,Publick House,Makanan & Minuman,654720,0,0,3,2019,0,dataset_1
2019-03-10,Lyft,Transportasi,380960,6,1,3,2019,0,dataset_1
2019-03-10,Tst Semolina Kitchen,Makanan & Minuman,795680,6,1,3,2019,0,dataset_1
2019-03-10,Remnant Brewing,Makanan & Minuman,205440,6,1,3,2019,0,dataset_1
2019-03-10,Buenas,Lainnya,160000,6,1,3,2019,0,dataset_1
2019-03-10,T-Mobile,Tagihan Utilitas,2765920,6,1,3,2019,0,dataset_1
2019-03-10,Amazon,Belanja & Lifestyle,815840,6,1,3,2019,0,dataset_1
2019-03-10,Remnant Brewing,Makanan & Minuman,203360,6,1,3,2019,0,dataset_1
2019-03-10,GrubHub,Makanan & Minuman,662240,6,1,3,2019,0,dataset_1
2019-03-08,Sweet,Makanan & Minuman,775840,4,0,3,2019,0,dataset_1
2019-03-08,GrubHub,Makanan & Minuman,665920,4,0,3,2019,0,dataset_1
2019-03-08,Omni Development,Elektronik,799840,4,0,3,2019,0,dataset_1
2019-03-07,B Good,Makanan & Minuman,159040,3,0,3,2019,0,dataset_1
2019-03-06,Exxon,Transportasi,694400,2,0,3,2019,0,dataset_1
2019-03-06,Sub Washpost,Langganan Digital,159840,2,0,3,2019,0,dataset_1
2019-03-05,B Good,Makanan & Minuman,159040,1,0,3,2019,0,dataset_1
2019-03-05,Irving,Transportasi,114560,1,0,3,2019,0,dataset_1
2019-03-05,Amazon,Belanja & Lifestyle,2239200,1,0,3,2019,0,dataset_1
2019-03-05,Petpocketbook,Makanan & Minuman,704000,1,0,3,2019,0,dataset_1
2019-03-05,Bfresh,Kebutuhan Dapur,220160,1,0,3,2019,0,dataset_1
2019-03-05,Bfresh,Kebutuhan Dapur,31840,1,0,3,2019,0,dataset_1
2019-03-05,Six Burner Bistro,Makanan & Minuman,636640,1,0,3,2019,0,dataset_1
2019-03-04,Tst Bronwyn,Makanan & Minuman,1101600,0,0,3,2019,0,dataset_1
2019-03-04,Common Man Hookset,Makanan & Minuman,165760,0,0,3,2019,0,dataset_1
2019-03-04,Pp Montealtoin,Kopi & Minuman,101600,0,0,3,2019,0,dataset_1
2019-03-04,Trillium Brewing Company LLC,Lainnya,598400,0,0,3,2019,0,dataset_1
2019-03-03,Uscustoms Trustedtraveler,Perjalanan,1600000,6,1,3,2019,0,dataset_1
2019-03-03,Tamper,Kopi & Minuman,489600,6,1,3,2019,0,dataset_1
2019-03-03,Subway,Makanan & Minuman,68320,6,1,3,2019,1,dataset_1
2019-03-03,Patreon Membership,Hiburan & Gaya Hidup,48000,6,1,3,2019,1,dataset_1
2019-03-03,Opc Boston Park,Transportasi,60960,6,1,3,2019,1,dataset_1
2019-03-03,Acecarcolle,Keluarga & Sosial,428640,6,1,3,2019,0,dataset_1
2019-03-03,Park,Transportasi,40000,6,1,3,2019,1,dataset_1
2019-03-03,GrubHub,Makanan & Minuman,566400,6,1,3,2019,0,dataset_1
2019-03-01,Five Horses Tavern,Makanan & Minuman,1084480,4,0,3,2019,0,dataset_1
2019-03-01,Amazon,Belanja & Lifestyle,367680,4,0,3,2019,0,dataset_1
2019-03-01,Verizon,Lainnya,639840,4,0,3,2019,0,dataset_1
2019-02-28,Splitwise,Perjalanan,16000,3,0,2,2019,0,dataset_1
2019-02-28,B Good,Makanan & Minuman,162400,3,0,2,2019,0,dataset_1
2019-02-27,Dave Fresh Pasta,Makanan & Minuman,829760,2,0,2,2019,0,dataset_1
2019-02-27,Tst Semolina Kitchen,Makanan & Minuman,881280,2,0,2,2019,0,dataset_1
2019-02-26,Amazon,Belanja & Lifestyle,945600,1,0,2,2019,0,dataset_1
2019-02-26,Petpocketbook,Makanan & Minuman,704000,1,0,2,2019,0,dataset_1
2019-02-26,iTunes,Hiburan & Gaya Hidup,84800,1,0,2,2019,0,dataset_1
2019-02-26,Home Depot,Kebutuhan Rumah Tangga,237280,1,0,2,2019,0,dataset_1
2019-02-26,Publick House,Makanan & Minuman,778560,1,0,2,2019,0,dataset_1
2019-02-26,B Good,Makanan & Minuman,162400,1,0,2,2019,0,dataset_1
2019-02-25,Loyal Nine,Makanan & Minuman,440000,0,0,2,2019,0,dataset_1
2019-02-25,Exxon,Transportasi,584320,0,0,2,2019,0,dataset_1
2019-02-25,Tst Casa B,Makanan & Minuman,2255520,0,0,2,2019,0,dataset_1
2019-02-25,Dees Convenience,Makanan & Minuman,43040,0,0,2,2019,1,dataset_1
2019-02-25,Audible.com,Pendidikan,239200,0,0,2,2019,0,dataset_1
2019-02-25,Backcountry,Lainnya,1599200,0,0,2,2019,0,dataset_1
2019-02-24,Passport Parking,Transportasi,48000,6,1,2,2019,1,dataset_1
2019-02-24,Amazon,Belanja & Lifestyle,305760,6,1,2,2019,0,dataset_1
2019-02-24,B Good,Makanan & Minuman,218720,6,1,2,2019,0,dataset_1
2019-02-24,Netflix,Hiburan & Gaya Hidup,223840,6,1,2,2019,0,dataset_1
2019-02-24,Healthy Paws Pet Center,Lainnya,1134880,6,1,2,2019,0,dataset_1
2019-02-22,Foundry On Elm,Makanan & Minuman,1253440,4,0,2,2019,0,dataset_1
2019-02-22,Liquor Junction,Makanan & Minuman,473920,4,0,2,2019,0,dataset_1
2019-02-22,National Grid,Tagihan Utilitas,1795520,4,0,2,2019,0,dataset_1
2019-02-21,AAA,Lainnya,800000,3,0,2,2019,0,dataset_1
2019-02-21,Amazon,Belanja & Lifestyle,305760,3,0,2,2019,0,dataset_1
2019-02-20,Backcountry,Lainnya,2039360,2,0,2,2019,0,dataset_1
2019-02-20,Amazon,Belanja & Lifestyle,271200,2,0,2,2019,0,dataset_1
2019-02-19,Worthy Burger,Makanan & Minuman,408800,1,0,2,2019,0,dataset_1
2019-02-19,Petpocketbook,Makanan & Minuman,352000,1,0,2,2019,0,dataset_1
2019-02-19,New York Times,Pendidikan,64000,1,0,2,2019,0,dataset_1
2019-02-18,Wgbh,Keluarga & Sosial,80000,0,0,2,2019,0,dataset_1
2019-02-18,Whole Foods,Kebutuhan Dapur,1337440,0,0,2,2019,0,dataset_1
2019-02-18,South Royalton Mar,Kebutuhan Dapur,586720,0,0,2,2019,0,dataset_1
2019-02-18,Exxon,Transportasi,522400,0,0,2,2019,0,dataset_1
2019-02-18,Mad Taco Waitsfield,Makanan & Minuman,128000,0,0,2,2019,0,dataset_1
2019-02-17,Common Man Hookset,Makanan & Minuman,115200,6,1,2,2019,1,dataset_1
2019-02-17,Black Sheep Bistro,Makanan & Minuman,604480,6,1,2,2019,0,dataset_1
2019-02-17,iTunes,Hiburan & Gaya Hidup,47840,6,1,2,2019,1,dataset_1
2019-02-17,Subway,Makanan & Minuman,76800,6,1,2,2019,0,dataset_1
2019-02-16,Wgbh,Keluarga & Sosial,160000,5,1,2,2019,0,dataset_1
2019-02-15,Backcountry,Lainnya,1964480,4,0,2,2019,0,dataset_1
2019-02-14,Amazon,Belanja & Lifestyle,1759680,3,0,2,2019,0,dataset_1
2019-02-14,Amazon Music,Hiburan & Gaya Hidup,127840,3,0,2,2019,0,dataset_1
2019-02-14,Kushala Sip Coffee,Kopi & Minuman,63040,3,0,2,2019,0,dataset_1
2019-02-14,Hulu,Hiburan & Gaya Hidup,191840,3,0,2,2019,0,dataset_1
2019-02-14,ProFlowers,Keluarga & Sosial,611520,3,0,2,2019,0,dataset_1
2019-02-13,Subway,Makanan & Minuman,76800,2,0,2,2019,0,dataset_1
2019-02-13,Black Diamond Stone,Kebutuhan Rumah Tangga,551520,2,0,2,2019,0,dataset_1
2019-02-13,Godavari,Makanan & Minuman,744000,2,0,2,2019,0,dataset_1
2019-02-12,AAA,Lainnya,832000,1,0,2,2019,0,dataset_1
2019-02-12,Petpocketbook,Lainnya,704000,1,0,2,2019,0,dataset_1
2019-02-12,Target,Belanja & Lifestyle,169760,1,0,2,2019,0,dataset_1
2019-02-12,Elm St Tavern,Makanan & Minuman,1093120,1,0,2,2019,0,dataset_1
2019-02-12,Boston Globe,Langganan Digital,443520,1,0,2,2019,0,dataset_1
2019-02-12,Amazon,Belanja & Lifestyle,203840,1,0,2,2019,0,dataset_1
2019-02-12,Dji.com,Hobi & Olahraga,1104000,1,0,2,2019,0,dataset_1
2019-02-12,Home Depot,Kebutuhan Rumah Tangga,2114080,1,0,2,2019,0,dataset_1
2019-02-11,Bfresh,Kebutuhan Dapur,207840,0,0,2,2019,0,dataset_1
2019-02-11,Loyal Nine,Makanan & Minuman,505120,0,0,2,2019,0,dataset_1
2019-02-11,Tst Little Figs,Kopi & Minuman,336000,0,0,2,2019,0,dataset_1
2019-02-10,T-Mobile,Tagihan Utilitas,2741920,6,1,2,2019,0,dataset_1
2019-02-10,AMC Assembly Row 12,Makanan & Minuman,321280,6,1,2,2019,0,dataset_1
2019-02-10,Blister Gear Review,Lainnya,239680,6,1,2,2019,0,dataset_1
2019-02-10,Fandango,Hiburan & Gaya Hidup,662080,6,1,2,2019,0,dataset_1
2019-02-10,Password,Makanan & Minuman,188640,6,1,2,2019,0,dataset_1
2019-02-10,Passport Parking,Transportasi,48000,6,1,2,2019,1,dataset_1
2019-02-10,GrubHub,Makanan & Minuman,642560,6,1,2,2019,0,dataset_1
2019-02-10,Tst Bronwyn,Makanan & Minuman,1184960,6,1,2,2019,0,dataset_1
2019-02-08,GrubHub,Makanan & Minuman,759680,4,0,2,2019,0,dataset_1
2019-02-08,BP,Transportasi,590080,4,0,2,2019,0,dataset_1
2019-02-08,Liquor Junction,Makanan & Minuman,771360,4,0,2,2019,0,dataset_1
2019-02-06,Amazon,Belanja & Lifestyle,106080,2,0,2,2019,0,dataset_1
2019-02-06,B Good,Makanan & Minuman,162400,2,0,2,2019,0,dataset_1
2019-02-06,Sub Washpost,Langganan Digital,159840,2,0,2,2019,0,dataset_1
2019-02-06,Mbta,Lainnya,44000,2,0,2,2019,0,dataset_1
2019-02-06,Tst Semolina Kitchen,Makanan & Minuman,947520,2,0,2,2019,0,dataset_1
2019-02-05,Senate Tb,Makanan & Minuman,31840,1,0,2,2019,0,dataset_1
2019-02-05,Uber.com,Transportasi,665600,1,0,2,2019,0,dataset_1
2019-02-05,Skymark Airlines,Perjalanan,146240,1,0,2,2019,0,dataset_1
2019-02-05,Pork Pickle,Makanan & Minuman,169600,1,0,2,2019,0,dataset_1
2019-02-05,Pub Brewskey,Makanan & Minuman,666880,1,0,2,2019,0,dataset_1
2019-02-05,Cko Patreon Membership,Lainnya,48000,1,0,2,2019,0,dataset_1
2019-02-05,Narita Airport Terminal,Perjalanan,51200,1,0,2,2019,0,dataset_1
2019-02-05,Petpocketbook,Makanan & Minuman,704000,1,0,2,2019,0,dataset_1
2019-02-05,Uber.com,Transportasi,647520,1,0,2,2019,0,dataset_1
2019-02-05,Utility Tran Achdw,Tagihan Utilitas,890560,1,0,2,2019,0,dataset_1
2019-02-04,Hotels.com,Perjalanan,2165280,0,0,2,2019,0,dataset_1
2019-02-04,Shinchitose Airport Term,Makanan & Minuman,697600,0,0,2,2019,0,dataset_1
2019-02-04,Houston,Makanan & Minuman,203840,0,0,2,2019,0,dataset_1
2019-02-04,Maruetsukoujiyaekimaeten,Makanan & Minuman,445120,0,0,2,2019,0,dataset_1
2019-02-04,Lester's,Lainnya,168320,0,0,2,2019,0,dataset_1
2019-02-04,Moritabunten,Makanan & Minuman,322240,0,0,2,2019,0,dataset_1
2019-02-04,Delices Usa Yul,Makanan & Minuman,33760,0,0,2,2019,0,dataset_1
2019-02-03,Kiroro Ticket,Hiburan & Gaya Hidup,691680,6,1,2,2019,0,dataset_1
2019-02-03,Kabushikigaishahopihru,Lainnya,1707200,6,1,2,2019,0,dataset_1
2019-02-03,Maxvalu Kucchann,Kebutuhan Dapur,614240,6,1,2,2019,0,dataset_1
2019-02-03,Maruetsukoujiyaekimaeten,Makanan & Minuman,215840,6,1,2,2019,0,dataset_1
2019-02-03,Crest,Kebutuhan Dapur,441440,6,1,2,2019,0,dataset_1
2019-02-01,Tribute Shop,Langganan Digital,115520,4,0,2,2019,0,dataset_1
2019-02-01,Verizon,Lainnya,639840,4,0,2,2019,0,dataset_1
2019-02-01,E Chitose Shi,Makanan & Minuman,1490720,4,0,2,2019,0,dataset_1
2019-01-30,Sapporo Dragstore,Makanan & Minuman,363040,2,0,1,2019,0,dataset_1
2019-01-29,Petpocketbook,Makanan & Minuman,704000,1,0,1,2019,0,dataset_1
2019-01-28,Splitwise,Perjalanan,16000,0,0,1,2019,0,dataset_1
2019-01-28,Loft Club,Makanan & Minuman,2684000,0,0,1,2019,0,dataset_1
2019-01-25,Audible.com,Pendidikan,239200,4,0,1,2019,0,dataset_1
2019-01-25,Seven Eleven Japan,Makanan & Minuman,41920,4,0,1,2019,1,dataset_1
2019-01-24,E-ZPass,Transportasi,160000,3,0,1,2019,0,dataset_1
2019-01-24,Healthy Paws Pet Center,Lainnya,1134880,3,0,1,2019,0,dataset_1
2019-01-24,Netflix,Hiburan & Gaya Hidup,223840,3,0,1,2019,0,dataset_1
2019-01-24,Winery Hotel Hitohana,Makanan & Minuman,1912640,3,0,1,2019,0,dataset_1
2019-01-24,Seikomatokamishibunten,Makanan & Minuman,20480,3,0,1,2019,0,dataset_1
2019-01-23,Shinchitose Airport Term,Makanan & Minuman,183200,2,0,1,2019,0,dataset_1
2019-01-23,Dockers,Belanja & Lifestyle,112000,2,0,1,2019,0,dataset_1
2019-01-23,Narita Airport Terminal,Perjalanan,20480,2,0,1,2019,0,dataset_1
2019-01-23,National Grid,Tagihan Utilitas,1411040,2,0,1,2019,0,dataset_1
2019-01-22,Narita Tobuhotel,Perjalanan,1534720,1,0,1,2019,0,dataset_1
2019-01-22,New York Times,Pendidikan,64000,1,0,1,2019,0,dataset_1
2019-01-22,Petpocketbook,Makanan & Minuman,704000,1,0,1,2019,0,dataset_1
2019-01-21,Jetstar Jap Ucbnwl,Perjalanan,321280,0,0,1,2019,0,dataset_1
2019-01-21,Yul Bgl Et,Makanan & Minuman,86080,0,0,1,2019,0,dataset_1
2019-01-21,Jetstar Jap Ucbnwl,Perjalanan,200160,0,0,1,2019,0,dataset_1
2019-01-20,Tst Semolina Kitchen,Makanan & Minuman,1270560,6,1,1,2019,0,dataset_1
2019-01-20,Cosi Inc.,Makanan & Minuman,42560,6,1,1,2019,1,dataset_1
2019-01-20,GrubHub,Makanan & Minuman,587200,6,1,1,2019,0,dataset_1
2019-01-20,Jetstar Air Ucbnw,Perjalanan,1041760,6,1,1,2019,0,dataset_1
2019-01-20,Amazon,Belanja & Lifestyle,703520,6,1,1,2019,0,dataset_1
2019-01-20,Hotels.com,Perjalanan,903520,6,1,1,2019,0,dataset_1
2019-01-20,Subway,Makanan & Minuman,76800,6,1,1,2019,0,dataset_1
2019-01-20,Java U,Kopi & Minuman,29280,6,1,1,2019,1,dataset_1
2019-01-18,Wgbh,Keluarga & Sosial,80000,4,0,1,2019,0,dataset_1
2019-01-18,Phillips 66,Transportasi,376000,4,0,1,2019,0,dataset_1
2019-01-18,Uber.com,Transportasi,324160,4,0,1,2019,0,dataset_1
2019-01-17,Hyatt,Perjalanan,271200,3,0,1,2019,0,dataset_1
2019-01-17,Budget Rent,Transportasi,1558880,3,0,1,2019,0,dataset_1
2019-01-17,Arapahoe Basin F,Makanan & Minuman,70400,3,0,1,2019,0,dataset_1
2019-01-17,Blue Moon Bakery,Makanan & Minuman,218400,3,0,1,2019,0,dataset_1
2019-01-17,Dbc Beer Hall,Makanan & Minuman,232000,3,0,1,2019,0,dataset_1
2019-01-17,Linger,Makanan & Minuman,293760,3,0,1,2019,0,dataset_1
2019-01-16,Virgin Island Ski,Hobi & Olahraga,225440,2,0,1,2019,0,dataset_1
2019-01-16,iTunes,Hiburan & Gaya Hidup,33760,2,0,1,2019,0,dataset_1
2019-01-16,Walgreens,Kesehatan,105440,2,0,1,2019,0,dataset_1
2019-01-16,iTunes,Hiburan & Gaya Hidup,47840,2,0,1,2019,0,dataset_1
2019-01-16,Wgbh,Keluarga & Sosial,160000,2,0,1,2019,0,dataset_1
2019-01-15,Boston Globe,Langganan Digital,443520,1,0,1,2019,0,dataset_1
2019-01-15,JetBlue,Perjalanan,112000,1,0,1,2019,0,dataset_1
2019-01-15,Tst Gulu Gulu,Makanan & Minuman,304000,1,0,1,2019,0,dataset_1
2019-01-15,Uber.com,Transportasi,253920,1,0,1,2019,0,dataset_1
2019-01-15,Petpocketbook,Makanan & Minuman,704000,1,0,1,2019,0,dataset_1
2019-01-15,Uber.com,Transportasi,80000,1,0,1,2019,0,dataset_1
2019-01-15,B Good,Makanan & Minuman,162400,1,0,1,2019,0,dataset_1
2019-01-14,Five Horses Tavern,Makanan & Minuman,795680,0,0,1,2019,0,dataset_1
2019-01-14,Notch Brewing Co,Makanan & Minuman,325280,0,0,1,2019,0,dataset_1
2019-01-14,Hulu,Hiburan & Gaya Hidup,191840,0,0,1,2019,0,dataset_1
2019-01-14,Tst Semolina Kitchen,Makanan & Minuman,1083360,0,0,1,2019,0,dataset_1
2019-01-14,Amazon Music,Hiburan & Gaya Hidup,127840,0,0,1,2019,0,dataset_1
2019-01-14,Virgin Island Ski,Hobi & Olahraga,160000,0,0,1,2019,0,dataset_1
2019-01-14,AAA,Lainnya,480000,0,0,1,2019,0,dataset_1
2019-01-14,Marathon,Transportasi,424960,0,0,1,2019,0,dataset_1
2019-01-14,Park,Transportasi,8800,0,0,1,2019,1,dataset_1
2019-01-14,Tst Hi Rise,Kopi & Minuman,427840,0,0,1,2019,0,dataset_1
2019-01-13,Hotels.com,Perjalanan,2966400,6,1,1,2019,0,dataset_1
2019-01-13,Subway,Makanan & Minuman,66560,6,1,1,2019,0,dataset_1
2019-01-13,Park,Transportasi,40000,6,1,1,2019,1,dataset_1
2019-01-13,Atlas Liquors Inc,Makanan & Minuman,927360,6,1,1,2019,0,dataset_1
2019-01-13,GrubHub,Makanan & Minuman,669440,6,1,1,2019,0,dataset_1
2019-01-13,Liftopia Arapahoe Bas,Makanan & Minuman,1231840,6,1,1,2019,0,dataset_1
2019-01-11,Northside Social,Kopi & Minuman,45760,4,0,1,2019,0,dataset_1
2019-01-11,Northside Social,Kopi & Minuman,155680,4,0,1,2019,0,dataset_1
2019-01-11,Hotels.com,Perjalanan,2128640,4,0,1,2019,0,dataset_1
2019-01-11,Birch Barley Churchkey,Makanan & Minuman,484800,4,0,1,2019,0,dataset_1
2019-01-11,Metro,Kebutuhan Dapur,160000,4,0,1,2019,0,dataset_1
2019-01-11,Metro Clarendon,Transportasi,160000,4,0,1,2019,0,dataset_1
2019-01-10,T-Mobile,Tagihan Utilitas,2706880,3,0,1,2019,0,dataset_1
2019-01-10,Cheesetique,Makanan & Minuman,208000,3,0,1,2019,0,dataset_1
2019-01-10,Logan Parking Massport,Transportasi,560000,3,0,1,2019,0,dataset_1
2019-01-10,Subway,Makanan & Minuman,66560,3,0,1,2019,0,dataset_1
2019-01-09,Sub Washpost,Langganan Digital,159840,2,0,1,2019,0,dataset_1
2019-01-09,Sav MOR,Kesehatan,431680,2,0,1,2019,0,dataset_1
2019-01-09,Skylinedrycleaners,Lainnya,813600,2,0,1,2019,0,dataset_1
2019-01-09,Park,Transportasi,24000,2,0,1,2019,0,dataset_1
2019-01-08,Night Shift Brewing Inc.,Makanan & Minuman,525280,1,0,1,2019,0,dataset_1
2019-01-08,Floyds 99 Barber Shop,Lainnya,624000,1,0,1,2019,0,dataset_1
2019-01-08,Petpocketbook,Makanan & Minuman,352000,1,0,1,2019,0,dataset_1
2019-01-07,Simon Coffeeshop,Kopi & Minuman,80160,0,0,1,2019,0,dataset_1
2019-01-07,Versus,Makanan & Minuman,160000,0,0,1,2019,0,dataset_1
2019-01-07,Versus,Makanan & Minuman,224000,0,0,1,2019,0,dataset_1
2019-01-07,Tamper,Kopi & Minuman,528000,0,0,1,2019,0,dataset_1
2019-01-07,Versus,Makanan & Minuman,196480,0,0,1,2019,0,dataset_1
2019-01-07,Exxon,Transportasi,614080,0,0,1,2019,0,dataset_1
2019-01-07,Spoko,Makanan & Minuman,431360,0,0,1,2019,0,dataset_1
2019-01-07,Tst Marliave,Makanan & Minuman,559360,0,0,1,2019,0,dataset_1
2019-01-06,Park,Transportasi,24000,6,1,1,2019,1,dataset_1
2019-01-06,Five Horses Tavern,Makanan & Minuman,340160,6,1,1,2019,0,dataset_1
2019-01-06,Mbta Pay By,Transportasi,48000,6,1,1,2019,1,dataset_1
2019-01-06,GrubHub,Makanan & Minuman,669440,6,1,1,2019,0,dataset_1
2019-01-06,Five Horses Tavern,Makanan & Minuman,825600,6,1,1,2019,0,dataset_1
2019-01-03,Amazon,Belanja & Lifestyle,223840,3,0,1,2019,0,dataset_1
2019-01-03,B Good,Makanan & Minuman,360480,3,0,1,2019,0,dataset_1
2019-01-02,Tst Semolina Kitchen,Makanan & Minuman,2017920,2,0,1,2019,0,dataset_1
2019-01-02,Verizon,Lainnya,639840,2,0,1,2019,0,dataset_1
2019-01-01,Trillium Brewing Company LLC,Lainnya,1695200,1,0,1,2019,0,dataset_1
2019-01-01,Annual Membership Fee,Lainnya,1200000,1,0,1,2019,0,dataset_1
2019-01-01,Petpocketbook,Makanan & Minuman,352000,1,0,1,2019,0,dataset_1
2018-12-31,JetBlue,Perjalanan,358400,0,0,12,2018,0,dataset_1
2018-12-31,Tst Little Figs,Kopi & Minuman,484000,0,0,12,2018,0,dataset_1
2018-12-31,Atlas Liquors Inc,Makanan & Minuman,404480,0,0,12,2018,0,dataset_1
2018-12-31,Whole Foods,Kebutuhan Dapur,173440,0,0,12,2018,0,dataset_1
2018-12-31,Whole Foods,Kebutuhan Dapur,2618240,0,0,12,2018,0,dataset_1
2018-12-31,Loyal Nine,Makanan & Minuman,555040,0,0,12,2018,0,dataset_1
2018-12-31,CVS,Kesehatan,1396960,0,0,12,2018,0,dataset_1
2018-12-30,Passport Parking,Transportasi,48000,6,1,12,2018,1,dataset_1
2018-12-30,Capitol Theatre,Hiburan & Gaya Hidup,224000,6,1,12,2018,0,dataset_1
2018-12-30,Tenoch Mexican Taqueria,Makanan & Minuman,289440,6,1,12,2018,0,dataset_1
2018-12-30,Capitol Theatre,Hiburan & Gaya Hidup,128000,6,1,12,2018,1,dataset_1
2018-12-30,Capitol Theatre,Hiburan & Gaya Hidup,192000,6,1,12,2018,0,dataset_1
2018-12-30,Kushala Sip Coffee,Kopi & Minuman,63040,6,1,12,2018,0,dataset_1
2018-12-28,Splitwise,Perjalanan,16000,4,0,12,2018,0,dataset_1
2018-12-28,Tst Semolina Kitchen,Makanan & Minuman,1049120,4,0,12,2018,0,dataset_1
2018-12-28,Skymark Airlines,Perjalanan,1326880,4,0,12,2018,0,dataset_1
2018-12-28,E-ZPass,Transportasi,160000,4,0,12,2018,0,dataset_1
2018-12-27,New York Times,Pendidikan,64000,3,0,12,2018,0,dataset_1
2018-12-26,Liquor Junction,Makanan & Minuman,565920,2,0,12,2018,0,dataset_1
2018-12-26,Millers Mpix,Kebutuhan Rumah Tangga,767360,2,0,12,2018,0,dataset_1
2018-12-25,Petpocketbook,Makanan & Minuman,704000,1,0,12,2018,0,dataset_1
2018-12-25,Audible.com,Pendidikan,239200,1,0,12,2018,0,dataset_1
2018-12-25,Trillium Brewing Company LLC,Makanan & Minuman,1439520,1,0,12,2018,0,dataset_1
2018-12-24,Loyal Nine,Makanan & Minuman,731040,0,0,12,2018,0,dataset_1
2018-12-24,Netflix,Hiburan & Gaya Hidup,223840,0,0,12,2018,0,dataset_1
2018-12-24,Healthy Paws Pet Center,Lainnya,1134880,0,0,12,2018,0,dataset_1
2018-12-23,Zipcar,Transportasi,255040,6,1,12,2018,0,dataset_1
2018-12-23,Park,Transportasi,32000,6,1,12,2018,1,dataset_1
2018-12-23,Passport Parking,Transportasi,40000,6,1,12,2018,1,dataset_1
2018-12-23,Tst Bronwyn,Makanan & Minuman,1236320,6,1,12,2018,0,dataset_1
2018-12-23,Gulf,Transportasi,598080,6,1,12,2018,0,dataset_1
2018-12-23,Opc Boston Park,Transportasi,18400,6,1,12,2018,1,dataset_1
2018-12-23,Dockers,Belanja & Lifestyle,112000,6,1,12,2018,0,dataset_1
2018-12-23,Whole Foods,Kebutuhan Dapur,1037920,6,1,12,2018,0,dataset_1
2018-12-21,Foundry On Elm,Makanan & Minuman,847040,4,0,12,2018,0,dataset_1
2018-12-21,Park,Transportasi,24000,4,0,12,2018,0,dataset_1
2018-12-21,Michaels,Hobi & Olahraga,2480960,4,0,12,2018,0,dataset_1
2018-12-21,Tamper,Kopi & Minuman,329280,4,0,12,2018,0,dataset_1
2018-12-21,National Grid,Tagihan Utilitas,1156800,4,0,12,2018,0,dataset_1
2018-12-20,GrubHub,Makanan & Minuman,729920,3,0,12,2018,0,dataset_1
2018-12-19,Tst Semolina Kitchen,Makanan & Minuman,897280,2,0,12,2018,0,dataset_1
2018-12-18,Boston Globe,Langganan Digital,443520,1,0,12,2018,0,dataset_1
2018-12-18,Petpocketbook,Makanan & Minuman,704000,1,0,12,2018,0,dataset_1
2018-12-18,Michaels,Hobi & Olahraga,1532800,1,0,12,2018,0,dataset_1
